"INSTNM","unitid","cipcode","majornum","year","americanIndianTotal","asianTotal","blackTotal","hispanicTotal","whiteTotal","unknownTotal","nonresTotal","total","LONGITUD","LATITUDE","cip2Code","majorField"
"California Institute of Technology",110404,11.0101,1,2003,0,1,0,0,1,0,1,3,"-118.125740","34.139275","11","stem"
"California Institute of Technology",110404,14.0201,1,2003,0,0,0,0,1,0,6,7,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.0701,1,2003,0,0,0,0,3,0,1,4,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.0801,1,2003,0,0,0,1,1,0,0,2,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1001,1,2003,0,1,0,0,2,0,11,14,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1401,1,2003,0,1,0,0,0,0,1,2,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1901,1,2003,0,0,0,0,3,0,4,7,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.3101,1,2003,0,0,0,0,3,0,1,4,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.9999,1,2003,0,0,0,1,1,0,1,3,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,26.0101,1,2003,0,1,0,1,2,0,1,5,"-118.125740","34.139275","26","stem"
"California Institute of Technology",110404,26.0202,1,2003,0,0,0,0,3,0,2,5,"-118.125740","34.139275","26","stem"
"California Institute of Technology",110404,27.0101,1,2003,0,0,0,0,0,0,3,3,"-118.125740","34.139275","27","stem"
"California Institute of Technology",110404,27.0301,1,2003,0,0,0,0,4,0,2,6,"-118.125740","34.139275","27","stem"
"California Institute of Technology",110404,30.2401,1,2003,0,1,0,0,0,0,0,1,"-118.125740","34.139275","30","humanities"
"California Institute of Technology",110404,40.0201,1,2003,0,0,0,0,2,0,0,2,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0501,1,2003,0,4,0,1,18,0,7,30,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0601,1,2003,0,0,0,0,4,0,4,8,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0602,1,2003,0,0,0,0,1,0,0,1,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0603,1,2003,0,0,0,0,1,0,1,2,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0801,1,2003,0,5,0,0,6,0,7,18,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0899,1,2003,0,1,0,0,1,0,2,4,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,45.0101,1,2003,0,0,0,2,3,0,1,6,"-118.125740","34.139275","45","social sciences"
"University of Southern California",123961,4.0301,1,2003,0,2,0,0,0,0,7,9,"-118.283858","34.021058","4","stem"
"University of Southern California",123961,9.0101,1,2003,0,3,0,0,4,0,2,9,"-118.283858","34.021058","9","social sciences"
"University of Southern California",123961,11.0101,1,2003,0,2,0,0,2,0,17,21,"-118.283858","34.021058","11","stem"
"University of Southern California",123961,13.0101,1,2003,0,6,6,14,40,3,3,72,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.0301,1,2003,0,2,1,2,2,0,2,9,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.1101,1,2003,0,3,0,0,7,0,0,10,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.1312,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,14.0201,1,2003,0,0,0,1,0,0,2,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0501,1,2003,0,0,0,0,0,0,5,5,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0701,1,2003,0,0,0,0,0,0,3,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0801,1,2003,0,0,0,1,4,0,6,11,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0899,1,2003,0,0,0,0,1,0,5,6,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0901,1,2003,0,0,0,0,0,0,5,5,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.1001,1,2003,0,0,0,1,3,0,40,44,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.1901,1,2003,0,1,0,0,1,0,6,8,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.2501,1,2003,0,0,0,0,0,0,1,1,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.3101,1,2003,0,0,0,0,0,0,3,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.3501,1,2003,0,1,0,0,0,0,1,2,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,16.0102,1,2003,0,0,0,0,3,0,5,8,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0104,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0399,1,2003,0,0,0,0,0,0,1,1,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.04,1,2003,0,0,0,0,1,1,1,3,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0501,1,2003,0,0,0,0,1,0,1,2,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0901,1,2003,0,0,0,0,0,0,1,1,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0905,1,2003,0,0,0,2,0,0,4,6,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,23.0101,1,2003,0,0,0,0,4,1,1,6,"-118.283858","34.021058","23","humanities"
"University of Southern California",123961,26.0101,1,2003,0,0,0,0,1,0,2,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0204,1,2003,0,0,0,0,1,0,4,5,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.021,1,2003,0,1,0,1,3,1,11,17,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0406,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0502,1,2003,0,1,0,0,1,0,5,7,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0901,1,2003,0,1,0,0,1,0,2,4,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.091,1,2003,0,1,0,0,0,0,5,6,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1005,1,2003,0,1,0,0,0,0,1,2,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1102,1,2003,0,0,0,0,1,0,2,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1309,1,2003,0,1,0,0,2,0,0,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,27.0301,1,2003,0,0,0,0,1,0,4,5,"-118.283858","34.021058","27","stem"
"University of Southern California",123961,30.1101,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","30","humanities"
"University of Southern California",123961,30.2401,1,2003,0,0,0,0,1,0,1,2,"-118.283858","34.021058","30","humanities"
"University of Southern California",123961,31.0505,1,2003,0,2,0,0,0,0,1,3,"-118.283858","34.021058","31","humanities"
"University of Southern California",123961,38.0101,1,2003,0,1,0,0,0,0,0,1,"-118.283858","34.021058","38","humanities"
"University of Southern California",123961,38.0201,1,2003,0,1,0,1,1,1,0,4,"-118.283858","34.021058","38","humanities"
"University of Southern California",123961,40.0501,1,2003,0,0,0,0,5,2,9,16,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,40.0601,1,2003,0,0,0,0,2,0,0,2,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,40.0801,1,2003,0,0,0,0,0,0,2,2,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,42.0101,1,2003,1,2,3,2,6,0,2,16,"-118.283858","34.021058","42","social sciences"
"University of Southern California",123961,44.0401,1,2003,0,3,4,1,14,0,5,27,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,44.0501,1,2003,0,0,0,0,1,0,4,5,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,44.0701,1,2003,0,0,0,1,2,0,1,4,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,45.0601,1,2003,0,3,0,1,1,0,6,11,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.0701,1,2003,0,1,0,0,1,0,0,2,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.0901,1,2003,0,1,0,0,1,0,1,3,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.1001,1,2003,0,1,2,0,1,0,1,5,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.1101,1,2003,0,0,1,1,4,0,0,6,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,50.0601,1,2003,0,1,0,0,2,0,1,4,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0704,1,2003,0,0,0,0,5,0,0,5,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0902,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0903,1,2003,0,1,0,1,11,1,1,15,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.091,1,2003,0,0,1,0,1,0,0,2,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,51.0599,1,2003,0,2,0,0,0,0,1,3,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2004,1,2003,0,1,0,0,1,0,4,6,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2007,1,2003,0,0,0,0,1,0,0,1,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2207,1,2003,0,2,0,0,1,0,1,4,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2306,1,2003,0,2,0,1,4,0,1,8,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2308,1,2003,0,26,3,3,45,4,3,84,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,52.0201,1,2003,0,0,0,0,1,0,5,6,"-118.283858","34.021058","52","social sciences"
"University of Southern California",123961,54.0101,1,2003,0,1,0,0,3,0,0,4,"-118.283858","34.021058","54","humanities"
"Yale University",130794,3.0501,1,2003,0,1,0,0,3,1,3,8,"-72.926688","41.311158","3","stem"
"Yale University",130794,5.0102,1,2003,0,1,2,0,2,1,0,6,"-72.926688","41.311158","5","humanities"
"Yale University",130794,5.0201,1,2003,0,0,2,0,0,0,0,2,"-72.926688","41.311158","5","humanities"
"Yale University",130794,11.0101,1,2003,0,1,0,0,1,0,3,5,"-72.926688","41.311158","11","stem"
"Yale University",130794,14.0101,1,2003,0,0,0,0,0,0,0,0,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.0701,1,2003,0,0,0,0,0,0,0,0,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1001,1,2003,0,0,0,0,1,0,1,2,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1201,1,2003,0,0,0,0,1,0,0,1,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1901,1,2003,0,0,0,0,1,0,1,2,"-72.926688","41.311158","14","stem"
"Yale University",130794,16.0102,1,2003,0,0,0,0,0,0,1,1,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0104,1,2003,0,1,0,0,0,0,2,3,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0399,1,2003,0,1,0,0,0,0,0,1,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.04,1,2003,0,0,0,0,1,1,0,2,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0501,1,2003,0,0,0,0,2,0,0,2,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.07,1,2003,0,0,0,0,0,1,0,1,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0901,1,2003,0,0,0,0,2,3,0,5,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0902,1,2003,0,0,0,0,4,0,0,4,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0905,1,2003,0,0,0,0,0,0,1,1,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.12,1,2003,0,0,0,0,0,0,2,2,"-72.926688","41.311158","16","humanities"
"Yale University",130794,22.0299,1,2003,0,0,0,0,0,0,5,5,"-72.926688","41.311158","22","humanities"
"Yale University",130794,23.0101,1,2003,0,0,0,0,6,3,0,9,"-72.926688","41.311158","23","humanities"
"Yale University",130794,24.0103,1,2003,0,0,0,0,1,0,0,1,"-72.926688","41.311158","24","humanities"
"Yale University",130794,26.0204,1,2003,0,0,1,0,4,3,5,13,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0401,1,2003,0,1,0,1,3,0,1,6,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0499,1,2003,0,1,0,0,6,0,3,10,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0503,1,2003,0,0,0,1,0,2,0,3,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0507,1,2003,0,2,1,0,2,1,3,9,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0788,1,2003,0,0,0,0,2,1,0,3,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0888,1,2003,0,0,0,0,4,1,1,6,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.091,1,2003,0,0,0,0,1,0,0,1,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.1001,1,2003,0,2,0,0,2,0,1,5,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.1303,1,2003,0,0,0,0,2,0,0,2,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.9999,1,2003,0,0,0,0,1,0,0,1,"-72.926688","41.311158","26","stem"
"Yale University",130794,27.0101,1,2003,0,0,0,1,1,0,5,7,"-72.926688","41.311158","27","stem"
"Yale University",130794,27.0301,1,2003,0,0,0,0,0,0,0,0,"-72.926688","41.311158","27","stem"
"Yale University",130794,27.0501,1,2003,0,0,0,0,2,0,2,4,"-72.926688","41.311158","27","stem"
"Yale University",130794,30.0601,1,2003,0,0,0,0,0,1,0,1,"-72.926688","41.311158","30","humanities"
"Yale University",130794,30.2401,1,2003,0,1,0,1,5,0,3,10,"-72.926688","41.311158","30","humanities"
"Yale University",130794,30.9999,1,2003,0,0,0,0,1,0,1,2,"-72.926688","41.311158","30","humanities"
"Yale University",130794,38.0101,1,2003,0,0,0,0,1,0,1,2,"-72.926688","41.311158","38","humanities"
"Yale University",130794,38.0201,1,2003,0,2,0,0,9,2,0,13,"-72.926688","41.311158","38","humanities"
"Yale University",130794,40.0201,1,2003,0,0,0,0,1,0,1,2,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0501,1,2003,0,1,0,1,8,3,12,25,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0699,1,2003,0,0,0,0,0,1,1,2,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0801,1,2003,0,0,0,0,3,1,11,15,"-72.926688","41.311158","40","stem"
"Yale University",130794,42.0101,1,2003,0,1,0,1,11,2,1,16,"-72.926688","41.311158","42","social sciences"
"Yale University",130794,45.0201,1,2003,0,0,0,1,5,0,2,8,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.0601,1,2003,0,1,0,0,3,1,19,24,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.1001,1,2003,0,0,0,1,5,1,4,11,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.1101,1,2003,0,0,0,1,1,0,1,3,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,50.0501,1,2003,0,0,0,0,2,0,0,2,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0703,1,2003,0,1,1,0,4,0,0,6,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0901,1,2003,0,0,0,0,4,0,0,4,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0902,1,2003,0,0,0,0,0,0,0,0,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0999,1,2003,0,1,1,0,4,1,2,9,"-72.926688","41.311158","50","humanities"
"Yale University",130794,51.1401,1,2003,0,0,0,0,0,1,0,1,"-72.926688","41.311158","51","humanities"
"Yale University",130794,51.1601,1,2003,0,1,0,0,2,0,2,5,"-72.926688","41.311158","51","humanities"
"Yale University",130794,51.2201,1,2003,0,0,0,0,4,2,0,6,"-72.926688","41.311158","51","humanities"
"Yale University",130794,52.0101,1,2003,0,0,0,0,0,1,0,1,"-72.926688","41.311158","52","social sciences"
"Yale University",130794,54.0101,1,2003,0,0,0,1,9,5,1,16,"-72.926688","41.311158","54","humanities"
"George Washington University",131469,5.0102,1,2003,0,0,2,0,4,1,0,7,"-77.047871","38.898650","5","humanities"
"George Washington University",131469,11.0101,1,2003,0,0,0,0,1,0,6,7,"-77.047871","38.898650","11","stem"
"George Washington University",131469,13.0301,1,2003,0,0,0,0,2,0,0,2,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.0401,1,2003,0,0,7,0,5,1,2,15,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.0406,1,2003,0,0,8,0,2,0,1,11,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.1001,1,2003,0,0,3,0,5,0,0,8,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.1101,1,2003,0,0,1,0,5,0,1,7,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,14.0201,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.0801,1,2003,0,0,0,0,2,0,1,3,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.0901,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.1001,1,2003,0,0,0,0,2,0,2,4,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.1801,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.1901,1,2003,0,0,0,0,1,0,6,7,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.3588,1,2003,0,0,0,0,0,0,2,2,"-77.047871","38.898650","14","stem"
"George Washington University",131469,15.1501,1,2003,0,0,2,0,5,0,7,14,"-77.047871","38.898650","15","stem"
"George Washington University",131469,22.0299,1,2003,0,0,0,0,0,0,1,1,"-77.047871","38.898650","22","humanities"
"George Washington University",131469,23.0101,1,2003,0,0,1,0,0,0,1,2,"-77.047871","38.898650","23","humanities"
"George Washington University",131469,23.0701,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","23","humanities"
"George Washington University",131469,23.0801,1,2003,0,0,0,0,2,0,0,2,"-77.047871","38.898650","23","humanities"
"George Washington University",131469,24.0103,1,2003,0,0,0,0,1,0,2,3,"-77.047871","38.898650","24","humanities"
"George Washington University",131469,26.0101,1,2003,0,0,0,0,1,0,3,4,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0202,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0204,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0503,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0701,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0888,1,2003,0,1,0,0,4,1,0,6,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.1001,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.1102,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.1309,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","26","stem"
"George Washington University",131469,27.0101,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","27","stem"
"George Washington University",131469,27.0501,1,2003,0,1,0,0,0,0,1,2,"-77.047871","38.898650","27","stem"
"George Washington University",131469,30.2401,1,2003,0,0,0,0,0,0,1,1,"-77.047871","38.898650","30","humanities"
"George Washington University",131469,40.0501,1,2003,0,0,0,0,2,0,0,2,"-77.047871","38.898650","40","stem"
"George Washington University",131469,40.0601,1,2003,0,0,0,0,1,0,1,2,"-77.047871","38.898650","40","stem"
"George Washington University",131469,40.0699,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","40","stem"
"George Washington University",131469,40.0801,1,2003,0,0,0,0,0,0,2,2,"-77.047871","38.898650","40","stem"
"George Washington University",131469,40.0899,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","40","stem"
"George Washington University",131469,42.0201,1,2003,0,1,2,4,38,1,2,48,"-77.047871","38.898650","42","social sciences"
"George Washington University",131469,42.0301,1,2003,0,0,0,1,0,0,0,1,"-77.047871","38.898650","42","social sciences"
"George Washington University",131469,42.0701,1,2003,0,0,0,0,3,0,0,3,"-77.047871","38.898650","42","social sciences"
"George Washington University",131469,42.0901,1,2003,0,0,0,0,2,0,0,2,"-77.047871","38.898650","42","social sciences"
"George Washington University",131469,42.1601,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","42","social sciences"
"George Washington University",131469,44.0401,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","44","humanities"
"George Washington University",131469,44.0501,1,2003,0,2,1,0,5,1,2,11,"-77.047871","38.898650","44","humanities"
"George Washington University",131469,45.0601,1,2003,0,1,1,0,2,0,8,12,"-77.047871","38.898650","45","social sciences"
"George Washington University",131469,45.1001,1,2003,0,1,0,0,2,0,0,3,"-77.047871","38.898650","45","social sciences"
"George Washington University",131469,45.1101,1,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","45","social sciences"
"George Washington University",131469,50.0703,1,2003,0,0,0,1,0,0,0,1,"-77.047871","38.898650","50","humanities"
"George Washington University",131469,51.0701,1,2003,0,1,0,0,3,0,0,4,"-77.047871","38.898650","51","humanities"
"George Washington University",131469,51.0799,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","51","humanities"
"George Washington University",131469,51.2299,1,2003,0,1,0,0,0,0,0,1,"-77.047871","38.898650","51","humanities"
"George Washington University",131469,52.0201,1,2003,0,0,0,0,2,0,3,5,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,52.0201,2,2003,0,0,0,0,0,0,0,0,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,52.0301,1,2003,0,0,1,0,0,0,0,1,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,52.1001,1,2003,0,0,4,0,8,0,0,12,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,52.1003,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,52.1201,1,2003,0,0,0,0,1,0,0,1,"-77.047871","38.898650","52","social sciences"
"George Washington University",131469,54.0101,1,2003,0,0,0,0,2,0,0,2,"-77.047871","38.898650","54","humanities"
"Georgetown University",131496,16.0102,1,2003,0,1,0,1,6,0,5,13,"-77.073463","38.908809","16","humanities"
"Georgetown University",131496,16.0501,1,2003,0,0,0,0,6,0,0,6,"-77.073463","38.908809","16","humanities"
"Georgetown University",131496,16.0905,1,2003,0,0,0,1,0,0,0,1,"-77.073463","38.908809","16","humanities"
"Georgetown University",131496,22.0299,1,2003,0,0,0,0,0,0,2,2,"-77.073463","38.908809","22","humanities"
"Georgetown University",131496,26.0101,1,2003,0,0,0,0,1,0,1,2,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,26.021,1,2003,0,0,0,1,0,0,0,1,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,26.0401,1,2003,0,0,0,0,1,0,0,1,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,26.0901,1,2003,0,1,0,0,1,0,0,2,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,26.1001,1,2003,0,1,0,1,3,0,0,5,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,26.9999,1,2003,0,1,0,0,4,0,1,6,"-77.073463","38.908809","26","stem"
"Georgetown University",131496,30.2401,1,2003,0,0,1,0,2,0,1,4,"-77.073463","38.908809","30","humanities"
"Georgetown University",131496,38.0101,1,2003,0,0,0,0,4,0,0,4,"-77.073463","38.908809","38","humanities"
"Georgetown University",131496,40.0501,1,2003,0,0,1,0,2,2,7,12,"-77.073463","38.908809","40","stem"
"Georgetown University",131496,45.0601,1,2003,0,1,0,0,1,0,6,8,"-77.073463","38.908809","45","social sciences"
"Georgetown University",131496,45.1001,1,2003,0,0,0,0,7,1,3,11,"-77.073463","38.908809","45","social sciences"
"Georgetown University",131496,54.0101,1,2003,0,0,1,0,8,1,0,10,"-77.073463","38.908809","54","humanities"
"University of Miami",135726,13.0401,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","13","social sciences"
"University of Miami",135726,13.0406,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","13","social sciences"
"University of Miami",135726,13.0603,1,2003,0,0,1,0,0,0,0,1,"-80.276450","25.720406","13","social sciences"
"University of Miami",135726,13.1299,1,2003,0,2,0,0,1,0,0,3,"-80.276450","25.720406","13","social sciences"
"University of Miami",135726,13.1312,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","13","social sciences"
"University of Miami",135726,14.0501,1,2003,0,1,0,0,0,0,1,2,"-80.276450","25.720406","14","stem"
"University of Miami",135726,14.1001,1,2003,0,0,0,0,0,0,3,3,"-80.276450","25.720406","14","stem"
"University of Miami",135726,14.1901,1,2003,0,0,0,0,0,0,2,2,"-80.276450","25.720406","14","stem"
"University of Miami",135726,16.0901,1,2003,0,0,0,0,2,0,0,2,"-80.276450","25.720406","16","humanities"
"University of Miami",135726,16.0905,1,2003,0,0,0,3,0,0,0,3,"-80.276450","25.720406","16","humanities"
"University of Miami",135726,23.0101,1,2003,0,0,1,1,2,0,1,5,"-80.276450","25.720406","23","humanities"
"University of Miami",135726,26.0101,1,2003,0,0,0,0,5,0,2,7,"-80.276450","25.720406","26","stem"
"University of Miami",135726,26.0202,1,2003,0,0,0,1,1,0,4,6,"-80.276450","25.720406","26","stem"
"University of Miami",135726,26.0503,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","26","stem"
"University of Miami",135726,26.0901,1,2003,0,0,0,0,2,0,2,4,"-80.276450","25.720406","26","stem"
"University of Miami",135726,26.1001,1,2003,0,1,0,0,3,0,0,4,"-80.276450","25.720406","26","stem"
"University of Miami",135726,26.1302,1,2003,0,0,0,0,3,0,1,4,"-80.276450","25.720406","26","stem"
"University of Miami",135726,27.0101,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","27","stem"
"University of Miami",135726,30.2401,1,2003,0,0,0,0,1,0,0,1,"-80.276450","25.720406","30","humanities"
"University of Miami",135726,30.9999,1,2003,0,0,0,0,2,0,0,2,"-80.276450","25.720406","30","humanities"
"University of Miami",135726,38.0101,1,2003,0,0,0,1,3,0,1,5,"-80.276450","25.720406","38","humanities"
"University of Miami",135726,40.0501,1,2003,0,1,0,0,0,0,5,6,"-80.276450","25.720406","40","stem"
"University of Miami",135726,40.0599,1,2003,0,0,0,0,0,0,1,1,"-80.276450","25.720406","40","stem"
"University of Miami",135726,40.0607,1,2003,0,1,0,1,0,0,4,6,"-80.276450","25.720406","40","stem"
"University of Miami",135726,40.0699,1,2003,0,0,0,0,0,0,2,2,"-80.276450","25.720406","40","stem"
"University of Miami",135726,40.0801,1,2003,0,0,0,1,2,0,0,3,"-80.276450","25.720406","40","stem"
"University of Miami",135726,42.0101,1,2003,0,0,0,1,10,0,1,12,"-80.276450","25.720406","42","social sciences"
"University of Miami",135726,42.0601,1,2003,0,0,1,1,4,0,0,6,"-80.276450","25.720406","42","social sciences"
"University of Miami",135726,45.0901,1,2003,0,0,0,0,3,0,0,3,"-80.276450","25.720406","45","social sciences"
