"INSTNM","unitid","cipcode","majornum","year","americanIndianTotal","asianTotal","blackTotal","hispanicTotal","whiteTotal","unknownTotal","nonresTotal","total","LONGITUD","LATITUDE","cip2Code","majorField"
"Rice University",227757,54.0101,1,2003,0,0,0,0,1,1,0,2,"-95.403625","29.716485","54","humanities"
"Stanford University",243744,1.0103,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","1","stem"
"Stanford University",243744,3.9999,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","3","stem"
"Stanford University",243744,9.0101,1,2003,0,0,0,0,1,0,0,1,"-122.168826","37.426967","9","social sciences"
"Stanford University",243744,11.0101,1,2003,0,3,0,1,11,1,8,24,"-122.168826","37.426967","11","stem"
"Stanford University",243744,13.0101,1,2003,0,1,4,3,21,3,4,36,"-122.168826","37.426967","13","social sciences"
"Stanford University",243744,14.0201,1,2003,0,1,0,0,7,2,10,20,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.0701,1,2003,0,4,0,0,1,0,6,11,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.0801,1,2003,0,0,2,1,7,0,8,18,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.1001,1,2003,0,13,0,0,14,5,47,79,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.1801,1,2003,0,2,0,0,5,1,9,17,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.1901,1,2003,0,4,2,2,11,0,5,24,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.2501,1,2003,0,0,0,1,0,0,5,6,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.2701,1,2003,0,0,0,0,2,0,1,3,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.3588,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","14","stem"
"Stanford University",243744,14.3701,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","14","stem"
"Stanford University",243744,15.1501,1,2003,0,2,0,0,5,2,13,22,"-122.168826","37.426967","15","stem"
"Stanford University",243744,16.0102,1,2003,0,0,0,0,0,0,1,1,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0104,1,2003,0,0,0,0,2,1,1,4,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0301,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0302,1,2003,0,0,0,0,2,0,2,4,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0402,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0501,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0901,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0902,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.0905,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,16.12,1,2003,0,0,0,0,3,0,0,3,"-122.168826","37.426967","16","humanities"
"Stanford University",243744,22.0299,1,2003,0,0,0,0,0,4,38,42,"-122.168826","37.426967","22","humanities"
"Stanford University",243744,23.0101,1,2003,0,0,1,2,5,0,1,9,"-122.168826","37.426967","23","humanities"
"Stanford University",243744,23.9999,1,2003,0,0,0,0,0,0,2,2,"-122.168826","37.426967","23","humanities"
"Stanford University",243744,24.0103,1,2003,0,0,1,0,1,0,0,2,"-122.168826","37.426967","24","humanities"
"Stanford University",243744,26.0101,1,2003,0,2,0,0,11,0,3,16,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0202,1,2003,0,1,0,0,3,0,1,5,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0203,1,2003,0,1,0,0,4,0,0,5,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0401,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0503,1,2003,0,0,0,0,0,0,2,2,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0507,1,2003,0,0,0,1,2,0,0,3,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0788,1,2003,0,0,0,0,1,0,0,1,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.0888,1,2003,0,2,0,3,0,1,1,7,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.1001,1,2003,0,0,0,1,2,0,0,3,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.1309,1,2003,0,2,0,0,3,0,0,5,"-122.168826","37.426967","26","stem"
"Stanford University",243744,26.9999,1,2003,0,5,0,1,6,0,2,14,"-122.168826","37.426967","26","stem"
"Stanford University",243744,27.0101,1,2003,0,2,0,0,3,0,4,9,"-122.168826","37.426967","27","stem"
"Stanford University",243744,27.0501,1,2003,0,1,0,0,6,0,3,10,"-122.168826","37.426967","27","stem"
"Stanford University",243744,27.9999,1,2003,0,1,0,0,1,0,3,5,"-122.168826","37.426967","27","stem"
"Stanford University",243744,30.2401,1,2003,0,1,0,0,3,1,0,5,"-122.168826","37.426967","30","humanities"
"Stanford University",243744,30.9999,1,2003,0,0,0,0,0,0,0,0,"-122.168826","37.426967","30","humanities"
"Stanford University",243744,38.0101,1,2003,0,1,0,0,0,0,1,2,"-122.168826","37.426967","38","humanities"
"Stanford University",243744,38.0201,1,2003,0,1,0,0,2,0,0,3,"-122.168826","37.426967","38","humanities"
"Stanford University",243744,40.0501,1,2003,0,2,0,0,24,1,10,37,"-122.168826","37.426967","40","stem"
"Stanford University",243744,40.0603,1,2003,0,0,1,0,0,0,7,8,"-122.168826","37.426967","40","stem"
"Stanford University",243744,40.0699,1,2003,0,1,0,0,4,1,7,13,"-122.168826","37.426967","40","stem"
"Stanford University",243744,40.0801,1,2003,0,3,0,1,16,2,4,26,"-122.168826","37.426967","40","stem"
"Stanford University",243744,40.0899,1,2003,0,0,0,0,3,2,5,10,"-122.168826","37.426967","40","stem"
"Stanford University",243744,42.0101,1,2003,1,0,1,1,6,1,2,12,"-122.168826","37.426967","42","social sciences"
"Stanford University",243744,45.0201,1,2003,0,1,0,0,3,1,3,8,"-122.168826","37.426967","45","social sciences"
"Stanford University",243744,45.0601,1,2003,0,2,0,0,1,0,8,11,"-122.168826","37.426967","45","social sciences"
"Stanford University",243744,45.1001,1,2003,0,0,0,0,8,1,1,10,"-122.168826","37.426967","45","social sciences"
"Stanford University",243744,45.1101,1,2003,0,1,0,0,1,0,3,5,"-122.168826","37.426967","45","social sciences"
"Stanford University",243744,50.0501,1,2003,0,0,1,0,1,0,0,2,"-122.168826","37.426967","50","humanities"
"Stanford University",243744,50.0701,1,2003,0,1,0,0,1,1,1,4,"-122.168826","37.426967","50","humanities"
"Stanford University",243744,50.0901,1,2003,0,0,0,0,4,1,2,7,"-122.168826","37.426967","50","humanities"
"Stanford University",243744,51.9999,1,2003,0,1,0,0,2,1,1,5,"-122.168826","37.426967","51","humanities"
"Stanford University",243744,52.0201,1,2003,0,4,0,0,4,1,6,15,"-122.168826","37.426967","52","social sciences"
"Stanford University",243744,54.0101,1,2003,1,1,0,2,8,1,2,15,"-122.168826","37.426967","54","humanities"
"California Institute of Technology",110404,11.0101,1,2004,0,1,0,0,2,0,0,3,"-118.125740","34.139275","11","stem"
"California Institute of Technology",110404,14.0201,1,2004,0,0,0,0,2,0,8,10,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.0701,1,2004,0,1,0,0,7,0,1,9,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.0801,1,2004,0,0,0,0,0,0,2,2,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1001,1,2004,0,1,0,0,3,0,11,15,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1101,1,2004,0,0,0,0,1,0,3,4,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1401,1,2004,0,0,0,0,0,0,1,1,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.1901,1,2004,0,1,0,0,2,0,3,6,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.3101,1,2004,0,0,0,0,6,0,1,7,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,14.9999,1,2004,0,0,0,0,2,0,2,4,"-118.125740","34.139275","14","stem"
"California Institute of Technology",110404,26.0101,1,2004,0,1,0,1,6,0,2,10,"-118.125740","34.139275","26","stem"
"California Institute of Technology",110404,26.021,1,2004,0,1,0,0,2,0,1,4,"-118.125740","34.139275","26","stem"
"California Institute of Technology",110404,27.0101,1,2004,0,1,0,0,3,0,5,9,"-118.125740","34.139275","27","stem"
"California Institute of Technology",110404,27.0301,1,2004,0,0,0,0,1,0,1,2,"-118.125740","34.139275","27","stem"
"California Institute of Technology",110404,30.2401,1,2004,0,0,0,0,1,0,1,2,"-118.125740","34.139275","30","humanities"
"California Institute of Technology",110404,40.0202,1,2004,0,1,0,0,6,0,1,8,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0203,1,2004,0,0,0,0,1,0,2,3,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0501,1,2004,0,3,1,1,20,0,4,29,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0601,1,2004,0,0,0,0,1,0,1,2,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0603,1,2004,0,0,0,2,1,0,0,3,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0801,1,2004,0,1,0,0,12,0,12,25,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,40.0899,1,2004,0,0,0,0,3,0,3,6,"-118.125740","34.139275","40","stem"
"California Institute of Technology",110404,45.0101,1,2004,0,0,0,0,1,0,1,2,"-118.125740","34.139275","45","social sciences"
"University of Southern California",123961,4.0301,1,2004,0,1,1,0,2,0,5,9,"-118.283858","34.021058","4","stem"
"University of Southern California",123961,9.0101,1,2004,1,0,0,0,4,0,2,7,"-118.283858","34.021058","9","social sciences"
"University of Southern California",123961,11.0101,1,2004,0,2,1,1,2,0,18,24,"-118.283858","34.021058","11","stem"
"University of Southern California",123961,13.0101,1,2004,0,14,14,3,48,6,7,92,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.0301,1,2004,0,0,0,3,9,0,0,12,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.1101,1,2004,0,2,1,3,7,0,1,14,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,13.1312,1,2004,0,0,1,0,0,0,0,1,"-118.283858","34.021058","13","social sciences"
"University of Southern California",123961,14.0201,1,2004,0,0,0,0,0,0,2,2,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0501,1,2004,0,1,0,0,0,0,7,8,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0701,1,2004,0,0,0,0,1,0,2,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0801,1,2004,0,1,0,0,2,0,3,6,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0899,1,2004,0,0,0,0,1,0,3,4,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.0901,1,2004,0,0,0,0,0,0,3,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.1001,1,2004,0,3,0,0,4,0,26,33,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.1901,1,2004,0,0,0,0,0,0,3,3,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.2501,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.3101,1,2004,0,0,0,0,1,0,3,4,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,14.3501,1,2004,0,0,0,0,3,0,4,7,"-118.283858","34.021058","14","stem"
"University of Southern California",123961,15.0701,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","15","stem"
"University of Southern California",123961,16.0102,1,2004,0,0,0,0,0,0,2,2,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0104,1,2004,0,0,0,0,2,0,2,4,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0399,1,2004,0,1,0,0,1,0,0,2,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.04,1,2004,0,0,0,0,3,0,0,3,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0501,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0901,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.0905,1,2004,0,0,0,1,0,0,2,3,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,16.12,1,2004,0,0,0,0,0,0,1,1,"-118.283858","34.021058","16","humanities"
"University of Southern California",123961,23.0101,1,2004,0,0,0,0,6,0,3,9,"-118.283858","34.021058","23","humanities"
"University of Southern California",123961,26.0101,1,2004,0,1,0,0,4,0,0,5,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0204,1,2004,0,0,0,0,0,0,4,4,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.021,1,2004,0,2,0,0,2,0,3,7,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0406,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0502,1,2004,0,0,0,0,3,0,0,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.0901,1,2004,0,0,0,0,0,0,1,1,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.091,1,2004,0,1,0,0,0,0,9,10,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1005,1,2004,0,2,0,0,1,0,0,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1102,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,26.1309,1,2004,0,0,1,0,2,0,0,3,"-118.283858","34.021058","26","stem"
"University of Southern California",123961,27.0101,1,2004,0,1,0,0,0,0,0,1,"-118.283858","34.021058","27","stem"
"University of Southern California",123961,27.0301,1,2004,0,0,0,0,0,0,1,1,"-118.283858","34.021058","27","stem"
"University of Southern California",123961,30.0601,1,2004,0,0,0,0,1,0,0,1,"-118.283858","34.021058","30","humanities"
"University of Southern California",123961,30.1101,1,2004,0,1,0,0,2,0,2,5,"-118.283858","34.021058","30","humanities"
"University of Southern California",123961,30.2401,1,2004,0,1,0,0,2,0,1,4,"-118.283858","34.021058","30","humanities"
"University of Southern California",123961,31.0505,1,2004,0,1,0,0,1,0,0,2,"-118.283858","34.021058","31","humanities"
"University of Southern California",123961,38.0101,1,2004,0,0,0,0,3,1,1,5,"-118.283858","34.021058","38","humanities"
"University of Southern California",123961,38.0201,1,2004,0,0,0,0,4,1,1,6,"-118.283858","34.021058","38","humanities"
"University of Southern California",123961,40.0501,1,2004,0,1,0,0,3,2,8,14,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,40.0508,1,2004,0,0,0,0,0,0,1,1,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,40.0601,1,2004,0,0,0,1,3,0,3,7,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,40.0801,1,2004,0,0,0,0,0,0,6,6,"-118.283858","34.021058","40","stem"
"University of Southern California",123961,42.0101,1,2004,0,3,0,2,4,0,1,10,"-118.283858","34.021058","42","social sciences"
"University of Southern California",123961,44.0401,1,2004,1,0,2,1,12,3,2,21,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,44.0501,1,2004,0,0,0,0,1,0,1,2,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,44.0701,1,2004,0,2,0,1,1,1,0,5,"-118.283858","34.021058","44","humanities"
"University of Southern California",123961,45.0201,1,2004,0,0,0,0,2,1,0,3,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.0601,1,2004,0,0,0,0,0,0,2,2,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.0701,1,2004,0,0,0,0,1,0,1,2,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.0901,1,2004,0,1,0,0,2,0,2,5,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.1001,1,2004,0,0,1,0,2,0,0,3,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,45.1101,1,2004,0,3,0,0,0,0,1,4,"-118.283858","34.021058","45","social sciences"
"University of Southern California",123961,50.0601,1,2004,0,1,0,2,7,0,3,13,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0704,1,2004,0,1,0,0,2,0,0,3,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0902,1,2004,0,0,0,0,1,0,0,1,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0903,1,2004,0,6,0,0,11,0,6,23,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.0904,1,2004,0,1,0,0,0,0,0,1,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,50.091,1,2004,0,0,0,0,0,0,0,0,"-118.283858","34.021058","50","humanities"
"University of Southern California",123961,51.0599,1,2004,0,0,0,0,1,0,2,3,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.1505,1,2004,0,0,0,0,2,0,0,2,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2004,1,2004,0,1,0,0,3,0,1,5,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2007,1,2004,0,0,0,0,0,0,2,2,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2207,1,2004,0,0,0,1,2,0,0,3,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2306,1,2004,0,1,0,0,3,2,3,9,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,51.2308,1,2004,1,30,6,8,37,6,2,90,"-118.283858","34.021058","51","humanities"
"University of Southern California",123961,52.0201,1,2004,0,0,0,0,2,0,8,10,"-118.283858","34.021058","52","social sciences"
"University of Southern California",123961,54.0101,1,2004,0,1,0,0,3,0,2,6,"-118.283858","34.021058","54","humanities"
"Yale University",130794,3.0501,1,2004,0,0,0,1,6,2,2,11,"-72.926688","41.311158","3","stem"
"Yale University",130794,5.0102,1,2004,0,0,1,1,3,0,0,5,"-72.926688","41.311158","5","humanities"
"Yale University",130794,5.0102,2,2004,0,0,0,0,0,0,1,1,"-72.926688","41.311158","5","humanities"
"Yale University",130794,5.0201,1,2004,0,0,2,0,1,0,1,4,"-72.926688","41.311158","5","humanities"
"Yale University",130794,11.0101,1,2004,0,0,0,0,1,0,4,5,"-72.926688","41.311158","11","stem"
"Yale University",130794,14.0101,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.0701,1,2004,0,0,0,0,3,2,2,7,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1001,1,2004,0,1,0,0,1,1,7,10,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1201,1,2004,0,0,0,0,0,1,0,1,"-72.926688","41.311158","14","stem"
"Yale University",130794,14.1901,1,2004,0,0,0,0,0,0,3,3,"-72.926688","41.311158","14","stem"
"Yale University",130794,16.0102,1,2004,0,0,0,0,0,0,3,3,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0104,1,2004,0,0,0,0,4,1,3,8,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0399,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.04,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0501,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.07,1,2004,0,0,0,0,2,0,1,3,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0901,1,2004,0,0,0,1,3,0,0,4,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0902,1,2004,0,0,0,0,0,1,2,3,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.0905,1,2004,0,0,0,1,3,0,3,7,"-72.926688","41.311158","16","humanities"
"Yale University",130794,16.12,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","16","humanities"
"Yale University",130794,22.0299,1,2004,0,0,0,0,1,0,6,7,"-72.926688","41.311158","22","humanities"
"Yale University",130794,23.0101,1,2004,0,0,0,0,5,1,0,6,"-72.926688","41.311158","23","humanities"
"Yale University",130794,23.0101,2,2004,0,0,1,0,0,0,0,1,"-72.926688","41.311158","23","humanities"
"Yale University",130794,24.0103,1,2004,0,0,0,0,3,0,0,3,"-72.926688","41.311158","24","humanities"
"Yale University",130794,26.0101,1,2004,0,0,0,0,1,0,0,1,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0204,1,2004,0,2,1,0,4,5,1,13,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0401,1,2004,0,1,0,1,1,2,1,6,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0499,1,2004,0,0,0,0,2,1,2,5,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0503,1,2004,0,0,0,0,1,0,1,2,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0507,1,2004,0,0,0,0,1,1,2,4,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0788,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.0888,1,2004,0,0,0,1,2,4,1,8,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.091,1,2004,0,0,0,0,1,0,1,2,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.1001,1,2004,0,0,1,1,2,0,1,5,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.1303,1,2004,0,0,0,1,2,2,1,6,"-72.926688","41.311158","26","stem"
"Yale University",130794,26.9999,1,2004,0,1,0,0,0,0,0,1,"-72.926688","41.311158","26","stem"
"Yale University",130794,27.0101,1,2004,0,0,0,0,0,1,6,7,"-72.926688","41.311158","27","stem"
"Yale University",130794,27.0301,1,2004,0,0,0,0,1,0,1,2,"-72.926688","41.311158","27","stem"
"Yale University",130794,27.0501,1,2004,0,1,0,0,0,0,4,5,"-72.926688","41.311158","27","stem"
"Yale University",130794,30.0601,1,2004,0,0,0,0,0,1,0,1,"-72.926688","41.311158","30","humanities"
"Yale University",130794,30.2401,1,2004,0,1,0,0,5,1,2,9,"-72.926688","41.311158","30","humanities"
"Yale University",130794,30.9999,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","30","humanities"
"Yale University",130794,38.0101,1,2004,0,0,0,0,1,0,0,1,"-72.926688","41.311158","38","humanities"
"Yale University",130794,38.0101,2,2004,0,0,0,0,2,0,0,2,"-72.926688","41.311158","38","humanities"
"Yale University",130794,38.0201,1,2004,0,0,0,0,7,5,0,12,"-72.926688","41.311158","38","humanities"
"Yale University",130794,40.0201,1,2004,0,0,0,0,1,0,0,1,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0501,1,2004,0,1,0,0,11,4,8,24,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0699,1,2004,0,0,0,0,3,0,1,4,"-72.926688","41.311158","40","stem"
"Yale University",130794,40.0801,1,2004,0,0,0,0,5,2,3,10,"-72.926688","41.311158","40","stem"
"Yale University",130794,42.0101,1,2004,0,1,0,1,3,2,2,9,"-72.926688","41.311158","42","social sciences"
"Yale University",130794,45.0201,1,2004,0,0,3,0,2,1,1,7,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.0201,2,2004,0,0,0,0,1,1,0,2,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.0601,1,2004,0,0,0,0,2,0,14,16,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.1001,1,2004,0,1,0,0,4,1,3,9,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.1101,1,2004,0,0,0,1,3,0,1,5,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,45.1101,2,2004,0,0,1,0,0,0,0,1,"-72.926688","41.311158","45","social sciences"
"Yale University",130794,50.0501,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0703,1,2004,0,1,2,0,2,1,4,10,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0901,1,2004,0,0,1,0,4,2,1,8,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0902,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","50","humanities"
"Yale University",130794,50.0999,1,2004,0,0,0,0,0,0,3,3,"-72.926688","41.311158","50","humanities"
"Yale University",130794,51.1401,1,2004,0,0,0,0,0,0,0,0,"-72.926688","41.311158","51","humanities"
"Yale University",130794,51.1601,1,2004,0,0,0,0,4,0,1,5,"-72.926688","41.311158","51","humanities"
"Yale University",130794,51.2201,1,2004,0,1,1,1,6,0,8,17,"-72.926688","41.311158","51","humanities"
"Yale University",130794,52.0101,1,2004,0,0,0,0,1,1,6,8,"-72.926688","41.311158","52","social sciences"
"Yale University",130794,54.0101,1,2004,0,0,1,0,9,4,2,16,"-72.926688","41.311158","54","humanities"
"Yale University",130794,54.0101,2,2004,0,0,0,0,1,0,0,1,"-72.926688","41.311158","54","humanities"
"George Washington University",131469,5.0102,1,2004,0,0,0,0,3,0,0,3,"-77.047871","38.898650","5","humanities"
"George Washington University",131469,11.0701,1,2004,0,0,1,0,3,1,5,10,"-77.047871","38.898650","11","stem"
"George Washington University",131469,13.0301,1,2004,0,0,1,0,1,0,0,2,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.0401,1,2004,0,1,9,0,9,0,1,20,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.0406,1,2004,0,0,5,0,7,1,0,13,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.1001,1,2004,0,2,1,1,3,0,2,9,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,13.1101,1,2004,0,0,0,0,2,0,0,2,"-77.047871","38.898650","13","social sciences"
"George Washington University",131469,14.0801,1,2004,0,0,0,1,1,0,1,3,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.0901,1,2004,0,0,0,0,0,0,1,1,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.1001,1,2004,0,0,0,0,1,0,6,7,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.3501,1,2004,0,0,1,0,0,0,0,1,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.3701,1,2004,0,0,1,0,2,0,4,7,"-77.047871","38.898650","14","stem"
"George Washington University",131469,14.9999,1,2004,0,0,0,0,1,0,1,2,"-77.047871","38.898650","14","stem"
"George Washington University",131469,15.1501,1,2004,0,1,2,1,6,1,10,21,"-77.047871","38.898650","15","stem"
"George Washington University",131469,22.0209,1,2004,0,0,0,0,0,0,1,1,"-77.047871","38.898650","22","humanities"
"George Washington University",131469,23.0701,1,2004,0,0,1,0,1,0,0,2,"-77.047871","38.898650","23","humanities"
"George Washington University",131469,23.0801,1,2004,0,0,0,0,1,0,0,1,"-77.047871","38.898650","23","humanities"
"George Washington University",131469,24.0103,1,2004,0,0,0,0,2,0,0,2,"-77.047871","38.898650","24","humanities"
"George Washington University",131469,26.0101,1,2004,0,0,0,0,3,0,0,3,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0204,1,2004,0,1,0,0,2,0,1,4,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.0804,1,2004,0,0,0,0,4,0,1,5,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.1001,1,2004,0,1,0,0,1,0,0,2,"-77.047871","38.898650","26","stem"
"George Washington University",131469,26.1102,1,2004,0,0,0,1,0,0,0,1,"-77.047871","38.898650","26","stem"
